,Ch1Anem,Ch2Anem,Ch3Anem,Ch4Anem,Ch5Anem,Ch6Anem,Ch7Vane,Ch8Vane,Ch9Vane,Timestamp
235,7.3987,7.4466,7.3118,7.3694,6.9018,6.9415,352.8469,355.259,355.4094,2016-09-16 04:50:00
236,7.3352,7.3736,7.327,7.3727,7.1283,7.1379,348.6682,350.433,349.2106,2016-09-16 05:00:00
237,7.3438,7.3783,7.4379,7.4511,7.3297,7.3399,344.6938,346.0215,344.5726,2016-09-16 05:10:00
238,7.5753,7.5976,7.5619,7.575,7.3439,7.3405,341.5068,342.9411,342.2358,2016-09-16 05:20:00
239,8.0122,8.0393,8.0417,8.0952,7.9157,7.9182,338.5965,340.1587,339.556,2016-09-16 05:30:00
240,7.9594,7.9691,7.976,8.0141,7.9151,7.9194,336.0523,337.1217,336.0042,2016-09-16 05:40:00
241,8.407,8.4336,8.3761,8.4179,8.0636,8.0599,336.2381,337.9338,337.1803,2016-09-16 05:50:00
242,8.645,8.6851,8.3813,8.4241,7.5527,7.5321,339.0512,340.0772,338.0645,2016-09-16 06:00:00
243,9.189,9.2035,8.4207,8.4604,7.5052,7.4648,342.4356,340.7997,336.7479,2016-09-16 06:10:00
244,8.8012,8.8246,8.1581,8.1784,7.3472,7.3202,347.0348,344.4203,339.2313,2016-09-16 06:20:00
245,7.7861,7.8141,7.2755,7.2723,6.5723,6.5548,352.0227,347.6438,341.9581,2016-09-16 06:30:00
246,7.3836,7.3957,6.7514,6.798,6.053,6.0763,358.5119,356.9332,350.2203,2016-09-16 06:40:00
247,6.5378,6.5825,5.934,5.9849,5.3677,5.4073,4.5827,359.2003,352.634,2016-09-16 06:50:00
248,5.6618,5.68,4.8567,4.8772,4.097,4.0841,4.8929,359.0779,352.3716,2016-09-16 07:00:00
249,4.8826,4.912,4.985,4.9897,4.3607,4.3545,12.2425,8.9326,357.1191,2016-09-16 07:10:00
250,4.149,4.1542,3.8173,3.8355,3.8654,3.8849,6.9504,11.3637,358.9919,2016-09-16 07:20:00
251,3.5038,3.5047,3.2058,3.2267,3.2091,3.2176,2.0598,7.8747,1.5751,2016-09-16 07:30:00
252,3.0046,3.0031,2.766,2.7709,2.4539,2.4422,12.5358,20.8626,19.0225,2016-09-16 07:40:00
253,1.503,1.4968,1.399,1.3973,1.2993,1.2409,20.1641,24.6246,25.2083,2016-09-16 07:50:00
254,1.4476,1.4125,1.3043,1.2944,1.0971,1.068,29.1698,35.0404,27.3468,2016-09-16 08:00:00
255,0.9566,0.8739,0.9098,0.8793,0.9748,0.8975,29.3191,35.5013,30.1745,2016-09-16 08:10:00
256,1.4135,1.3357,1.3277,1.3177,1.3198,1.2383,324.5969,343.9219,353.1058,2016-09-16 08:20:00
257,1.4804,1.4484,1.6077,1.5393,1.6435,1.573,337.5682,332.8386,327.8175,2016-09-16 08:30:00
258,1.8868,1.8744,1.7487,1.718,1.6575,1.6189,311.852,316.7741,313.6428,2016-09-16 08:40:00
259,1.4435,1.4479,1.243,1.3328,1.1707,1.2427,297.0619,299.5746,295.8564,2016-09-16 08:50:00
260,1.5302,1.5429,1.5137,1.5416,1.6431,1.6124,310.9971,308.4802,305.0966,2016-09-16 09:00:00
261,1.6517,1.6474,1.5302,1.465,1.3858,1.2976,307.454,301.578,288.9404,2016-09-16 09:10:00
262,1.5488,1.6331,1.4239,1.5317,1.5986,1.6074,305.1218,314.7727,315.4119,2016-09-16 09:20:00
263,1.3272,1.3795,1.4094,1.4577,1.3702,1.3524,28.0531,22.5494,16.5403,2016-09-16 09:30:00
264,2.541,2.496,2.5514,2.5013,2.5294,2.4724,303.5802,301.0379,298.5974,2016-09-16 09:40:00
265,2.1291,2.149,2.1795,2.1856,2.1928,2.2022,306.0661,316.254,320.5583,2016-09-16 09:50:00
266,2.6036,2.6243,2.6648,2.7539,2.7938,2.7411,294.581,290.1899,282.8434,2016-09-16 10:00:00
267,2.6363,2.6401,2.6844,2.6057,2.6451,2.5712,282.4863,284.9801,284.0402,2016-09-16 10:10:00
268,3.0907,3.1725,3.0341,3.067,2.871,2.9938,272.0531,274.1701,268.9756,2016-09-16 10:20:00
269,2.1539,2.1321,2.1559,2.2126,2.1445,2.2114,266.8092,263.275,263.3381,2016-09-16 10:30:00
270,2.8221,2.9073,2.8514,2.8975,2.9494,2.965,283.5745,288.9644,286.9944,2016-09-16 10:40:00
271,2.614,2.6544,2.5114,2.5157,2.5019,2.5957,274.683,271.6539,270.9022,2016-09-16 10:50:00
272,2.2907,2.3226,2.3456,2.3921,2.3763,2.3638,302.9786,299.8596,300.9996,2016-09-16 11:00:00
273,2.6377,2.7538,2.326,2.3834,2.1738,2.2419,324.6177,326.0025,328.0386,2016-09-16 11:10:00
274,1.4125,1.2794,1.4776,1.3578,1.3349,1.3811,326.2927,309.0199,287.503,2016-09-16 11:20:00
275,2.2701,2.1986,2.3631,2.2921,2.4204,2.3035,2.8217,8.1786,9.3761,2016-09-16 11:30:00
276,1.7365,1.7208,1.5678,1.5412,1.3683,1.2913,329.4106,341.2353,5.0463,2016-09-16 11:40:00
277,2.5756,2.7133,2.5717,2.5467,2.5668,2.5153,301.1884,312.0907,307.1386,2016-09-16 11:50:00
278,3.1143,3.1722,3.1776,3.1394,3.3091,3.2732,282.7015,284.1959,282.9602,2016-09-16 12:00:00
279,1.3787,1.3531,1.45,1.4687,1.3648,1.3884,317.2007,315.1464,316.9653,2016-09-16 12:10:00
280,1.7606,1.7759,1.6622,1.7541,1.6499,1.5777,197.9472,193.1834,184.6013,2016-09-16 12:20:00
281,3.0307,3.1052,2.7033,2.807,2.6127,2.6672,232.9539,235.7816,237.1296,2016-09-16 12:30:00
282,2.4259,2.3471,2.3997,2.3519,2.385,2.3909,290.6528,291.6025,298.7305,2016-09-16 12:40:00
283,1.4297,1.4086,1.5372,1.549,1.6602,1.654,323.7801,330.033,336.6214,2016-09-16 12:50:00
284,0.9883,1.0699,1.1793,1.2059,1.1761,1.1352,155.8782,147.0893,130.8827,2016-09-16 13:00:00
285,1.9712,2.0378,2.054,1.9922,1.9628,1.9762,183.8201,181.26,175.0046,2016-09-16 13:10:00
286,2.5137,2.5215,2.4643,2.5681,2.3949,2.449,314.2467,321.6695,320.9145,2016-09-16 13:20:00
287,3.7076,3.621,3.7997,3.831,3.8489,3.8264,292.4091,287.6198,284.9061,2016-09-16 13:30:00
288,4.7149,4.7773,4.6148,4.6272,4.3419,4.3696,324.4543,328.6615,327.7194,2016-09-16 13:40:00
289,5.4046,5.3466,5.5162,5.4713,5.5834,5.5745,327.637,331.4466,331.903,2016-09-16 13:50:00
290,2.8953,2.773,2.7025,2.5779,2.6302,2.5247,320.7064,326.5713,326.429,2016-09-16 14:00:00
291,4.5677,4.555,4.4024,4.3929,4.2019,4.1417,319.0506,318.0518,315.3656,2016-09-16 14:10:00
292,4.9948,5.0247,4.9947,4.9765,4.9418,4.911,321.1858,321.2281,319.1223,2016-09-16 14:20:00
293,4.4429,4.4004,4.4622,4.3937,4.3143,4.23,292.4127,294.436,294.1372,2016-09-16 14:30:00
294,5.367,5.3877,5.2534,5.2748,5.0052,5.0261,333.5557,333.6203,331.9382,2016-09-16 14:40:00
295,4.5866,4.5835,4.3912,4.3855,4.3573,4.3101,315.4419,317.5153,318.2812,2016-09-16 14:50:00
296,5.4499,5.3956,5.4153,5.3432,5.3849,5.3616,295.561,297.9399,299.4871,2016-09-16 15:00:00
297,6.2285,6.2258,6.3136,6.218,6.3879,6.2989,304.9207,305.2515,303.0909,2016-09-16 15:10:00
298,6.1383,6.1337,6.0926,6.0927,5.9449,5.9668,311.0397,314.5039,313.8918,2016-09-16 15:20:00
299,6.3037,6.3034,6.2624,6.2758,6.1257,6.1365,298.6582,299.4986,298.4253,2016-09-16 15:30:00
300,6.5711,6.5659,6.5542,6.541,6.4672,6.4044,305.8529,307.1549,306.6601,2016-09-16 15:40:00
301,7.2457,7.1984,7.162,7.1375,7.1709,7.1497,299.3251,302.1054,300.9029,2016-09-16 15:50:00
302,9.6983,9.6379,9.7653,9.7071,9.7766,9.7697,300.6536,302.3662,300.898,2016-09-16 16:00:00
303,10.3514,10.2414,10.1865,10.0677,10.0712,10.0136,292.1482,293.0568,292.0008,2016-09-16 16:10:00
304,10.9444,10.8746,10.8872,10.8203,10.8434,10.75,296.043,297.1634,296.5344,2016-09-16 16:20:00
305,11.0911,10.9961,10.9201,10.8299,10.8565,10.7311,285.4124,286.2362,284.5973,2016-09-16 16:30:00
306,11.3646,11.2607,11.405,11.3037,11.3416,11.2333,288.6772,289.7552,288.1785,2016-09-16 16:40:00
307,10.6147,10.5284,10.4814,10.379,10.3729,10.3206,291.6345,291.6536,289.3909,2016-09-16 16:50:00
308,11.1403,11.0188,11.2154,11.1121,11.168,11.0335,293.354,294.2787,292.5314,2016-09-16 17:00:00
309,10.5963,10.5147,10.4596,10.4204,10.3865,10.2715,290.2398,290.8485,289.0494,2016-09-16 17:10:00
310,11.1085,11.0088,11.1275,11.0492,11.0845,10.9897,292.6918,294.0774,292.6944,2016-09-16 17:20:00
311,10.9173,10.8397,10.7937,10.7443,10.6346,10.5578,293.923,295.0914,293.9526,2016-09-16 17:30:00
312,11.2369,11.1179,11.1636,11.1095,11.1566,11.0486,290.6722,291.1687,289.3371,2016-09-16 17:40:00
313,10.8819,10.797,10.9625,10.9176,10.9631,10.901,292.1407,292.5258,290.3667,2016-09-16 17:50:00
314,10.1867,10.1319,10.082,10.0271,9.9708,9.8889,296.9839,298.2338,296.3739,2016-09-16 18:00:00
315,10.4737,10.3803,10.4181,10.363,10.3803,10.2733,297.4151,298.515,296.9821,2016-09-16 18:10:00
316,10.1954,10.1081,10.2337,10.1296,10.2055,10.094,297.0531,298.2126,296.9949,2016-09-16 18:20:00
317,10.5294,10.4998,10.4496,10.4299,10.376,10.3121,298.5393,299.271,297.1685,2016-09-16 18:30:00
318,9.9474,9.8855,9.7711,9.739,9.6373,9.5601,299.5996,300.1473,298.1834,2016-09-16 18:40:00
319,9.2103,9.1562,9.1144,9.0934,9.0013,8.9743,299.9745,300.4848,298.5733,2016-09-16 18:50:00
320,9.0753,9.0078,8.9622,8.945,8.9265,8.842,303.9513,305.1491,303.7404,2016-09-16 19:00:00
321,8.5849,8.5351,8.5119,8.4866,8.4117,8.3382,306.0239,307.1697,305.4833,2016-09-16 19:10:00
322,8.6873,8.6574,8.5709,8.5589,8.5311,8.5164,311.4596,312.9778,311.6807,2016-09-16 19:20:00
323,8.8147,8.7581,8.747,8.7543,8.5908,8.6138,310.0169,311.6114,310.5702,2016-09-16 19:30:00
324,9.4142,9.2879,9.0943,9.0762,8.8895,8.8359,308.0765,309.5185,307.9288,2016-09-16 19:40:00
325,9.7228,9.652,9.5008,9.4598,9.1783,9.1225,306.5618,307.6004,306.0906,2016-09-16 19:50:00
326,9.5093,9.4495,9.2444,9.2308,9.0414,8.946,304.5712,305.1732,303.5474,2016-09-16 20:00:00
327,9.4882,9.4382,9.3556,9.4082,9.3302,9.2928,305.5887,306.8891,305.2056,2016-09-16 20:10:00
328,10.0855,10.044,9.8968,9.8993,9.7979,9.7149,306.2335,306.9749,305.4512,2016-09-16 20:20:00
329,9.0361,8.9753,8.7577,8.7332,8.5003,8.3927,305.6532,307.1087,305.755,2016-09-16 20:30:00
330,10.3259,10.2629,10.0713,10.0721,9.8462,9.7771,305.9168,307.3324,306.4146,2016-09-16 20:40:00
331,9.2869,9.1661,9.0314,9.0311,8.8047,8.8256,307.2402,307.9976,306.4831,2016-09-16 20:50:00
332,8.3268,8.2409,8.1934,8.2098,8.0327,8.0264,307.0929,308.0709,306.4118,2016-09-16 21:00:00
333,9.2977,9.2092,8.9083,8.8808,8.6227,8.5795,309.3066,310.6101,309.2101,2016-09-16 21:10:00
334,9.6739,9.6194,9.3949,9.4057,9.108,9.0647,307.1632,307.8394,306.5694,2016-09-16 21:20:00
335,9.2003,9.1159,8.8389,8.8322,8.5066,8.4426,307.9347,308.4085,306.4104,2016-09-16 21:30:00
336,8.9797,8.9503,8.7048,8.7082,8.4807,8.4453,306.9793,307.9062,305.9718,2016-09-16 21:40:00
337,9.3805,9.3608,9.0068,9.0358,8.6532,8.604,308.2625,308.7779,306.8224,2016-09-16 21:50:00
338,8.9302,8.871,8.5437,8.5266,8.3239,8.2988,308.0297,309.0626,307.244,2016-09-16 22:00:00
339,8.8216,8.7309,8.3515,8.3567,8.0889,8.0403,306.4868,307.4873,305.4741,2016-09-16 22:10:00
340,8.8236,8.8227,8.5453,8.5712,8.2248,8.2272,310.5316,310.9678,309.0826,2016-09-16 22:20:00
341,8.1634,8.1538,7.7364,7.7485,7.4416,7.4555,313.4404,314.132,312.1041,2016-09-16 22:30:00
342,8.1036,8.0512,7.7241,7.7231,7.3508,7.3596,314.5641,315.0707,313.0698,2016-09-16 22:40:00
343,7.9686,7.9552,7.4605,7.5219,7.1926,7.1976,316.1081,317.1028,315.3224,2016-09-16 22:50:00
344,8.7477,8.7219,8.3292,8.3287,7.9549,7.9248,318.2904,319.1317,317.6914,2016-09-16 23:00:00
345,8.7514,8.6915,8.2152,8.2233,7.8136,7.8291,314.6118,315.088,313.2762,2016-09-16 23:10:00
346,8.6659,8.5963,8.1338,8.1179,7.6218,7.6078,316.8958,317.6726,315.6444,2016-09-16 23:20:00
347,8.619,8.5761,8.0081,8.0669,7.4546,7.4653,316.6447,317.2791,314.7289,2016-09-16 23:30:00
348,8.4744,8.4155,7.8262,7.7956,7.3902,7.3107,316.5605,316.8687,315.3499,2016-09-16 23:40:00
349,7.986,7.9813,7.4676,7.4684,6.8807,6.8511,319.7484,319.3293,317.5683,2016-09-16 23:50:00
350,8.3968,8.2923,7.6871,7.6546,7.2601,7.2398,318.922,319.4011,317.8996,2016-09-17 00:00:00
351,8.9323,8.9013,8.3279,8.3026,7.689,7.6826,319.6662,320.2304,318.4061,2016-09-17 00:10:00
352,8.3344,8.2589,7.7785,7.7433,7.3006,7.2903,319.9908,320.2412,318.0479,2016-09-17 00:20:00
353,8.0108,7.9907,7.4434,7.4626,6.9084,6.9917,319.5337,319.4673,317.3245,2016-09-17 00:30:00
354,7.859,7.758,7.2023,7.1627,6.6898,6.6842,318.03,318.8525,316.4266,2016-09-17 00:40:00
355,7.0769,7.0401,6.4325,6.3862,5.9083,5.8958,316.6413,316.709,314.3966,2016-09-17 00:50:00
356,7.7606,7.6757,7.0632,7.0316,6.4763,6.5032,320.1353,320.1612,319.0971,2016-09-17 01:00:00
357,8.2517,8.1918,7.5681,7.5582,6.9521,6.9041,320.6466,320.7492,319.0525,2016-09-17 01:10:00
358,7.8464,7.7951,7.1123,7.0714,6.4491,6.4392,321.4689,321.7411,319.0816,2016-09-17 01:20:00
359,7.5221,7.4947,6.8438,6.8193,6.1346,6.1152,321.3177,321.4379,319.6623,2016-09-17 01:30:00
360,7.0325,6.992,6.4113,6.3877,5.8233,5.775,321.7839,321.4812,319.2303,2016-09-17 01:40:00
361,6.9003,6.8687,6.2004,6.1627,5.6035,5.5642,321.822,321.5494,319.6626,2016-09-17 01:50:00
362,6.9897,6.9423,6.123,6.1394,5.4985,5.5464,325.1102,323.843,321.3826,2016-09-17 02:00:00
363,6.9176,6.9122,6.2275,6.1752,5.5396,5.5065,328.403,328.7943,325.6535,2016-09-17 02:10:00
364,7.0056,6.9432,6.3243,6.2769,5.7502,5.7125,328.3324,329.3204,327.8811,2016-09-17 02:20:00
365,7.2409,7.1964,6.3355,6.3304,5.7711,5.7884,327.661,328.6436,327.7851,2016-09-17 02:30:00
366,7.1173,7.057,6.4611,6.4084,5.7707,5.7091,329.278,330.6045,328.8701,2016-09-17 02:40:00
367,6.9034,6.8622,6.1445,6.1509,5.631,5.6015,329.3773,329.9249,328.5398,2016-09-17 02:50:00
368,6.773,6.7559,6.2313,6.2297,5.6934,5.6879,332.2853,331.0368,329.228,2016-09-17 03:00:00
369,6.5406,6.4978,5.982,5.9638,5.4385,5.4407,332.1021,331.1142,328.3318,2016-09-17 03:10:00
370,7.5198,7.511,6.9023,6.913,6.2341,6.2161,329.532,328.199,325.092,2016-09-17 03:20:00
371,7.8635,7.84,7.0811,7.0913,6.4447,6.4409,332.2942,331.3696,328.0923,2016-09-17 03:30:00
372,7.5353,7.5117,6.7939,6.7972,6.1696,6.1483,333.5534,332.9733,329.6545,2016-09-17 03:40:00
373,7.1233,7.0817,6.2978,6.3035,5.6198,5.5817,330.9746,329.5725,325.3648,2016-09-17 03:50:00
374,7.8779,7.8508,6.9801,6.9837,6.2029,6.1929,329.6674,328.325,323.5548,2016-09-17 04:00:00
375,9.3717,9.3598,8.423,8.4284,7.5474,7.5255,328.9841,327.6316,323.034,2016-09-17 04:10:00
376,9.5941,9.5937,8.6505,8.6759,7.7412,7.6826,331.2559,330.5404,326.4872,2016-09-17 04:20:00
377,8.4493,8.4465,7.4946,7.5156,6.5747,6.5199,332.9304,332.0733,328.6957,2016-09-17 04:30:00
378,8.4248,8.3858,7.415,7.4207,6.5051,6.4547,332.6457,330.7981,327.2076,2016-09-17 04:40:00
379,8.8397,8.8237,7.9391,7.931,6.9737,6.9589,333.5873,331.8706,327.0067,2016-09-17 04:50:00
380,8.9651,8.9544,8.0472,8.0667,7.0816,7.0334,335.3241,332.5081,327.4111,2016-09-17 05:00:00
381,8.9131,8.9064,7.8954,7.8797,6.9309,6.9272,333.8692,330.9882,325.1459,2016-09-17 05:10:00
382,8.6291,8.6071,7.4974,7.5383,6.5968,6.593,334.1956,330.6764,324.654,2016-09-17 05:20:00
383,8.7648,8.7554,7.8649,7.8717,6.9211,6.9449,337.1463,334.3708,328.0133,2016-09-17 05:30:00
384,8.9803,8.9705,8.0946,8.1182,7.3607,7.3439,337.6016,336.9259,331.5094,2016-09-17 05:40:00
385,9.1903,9.2052,8.2328,8.2673,7.4526,7.4206,337.5043,337.3871,333.0119,2016-09-17 05:50:00
386,9.4104,9.4135,8.2738,8.3174,7.4343,7.4274,336.9705,336.2521,332.2133,2016-09-17 06:00:00
387,10.057,10.0309,8.788,8.8169,7.8231,7.8268,336.7174,335.5719,331.2343,2016-09-17 06:10:00
388,10.1437,10.1066,8.9409,8.9746,7.9839,8.0121,335.9557,334.4504,330.0173,2016-09-17 06:20:00
389,9.5182,9.5051,8.4596,8.4642,7.5559,7.5412,334.6514,332.3615,327.3967,2016-09-17 06:30:00
390,8.6694,8.6653,7.5395,7.5217,6.5069,6.5138,333.7268,329.9376,323.4354,2016-09-17 06:40:00
391,8.069,8.0429,6.9715,6.9555,5.9652,5.9966,333.2997,328.8049,321.5958,2016-09-17 06:50:00
392,7.9769,7.9487,6.8752,6.8679,5.9546,5.8975,333.1942,327.7346,319.426,2016-09-17 07:00:00
393,8.0153,7.9705,7.171,7.1841,6.5188,6.5583,332.6804,328.1951,321.4897,2016-09-17 07:10:00
394,7.5995,7.6172,6.7998,6.7432,6.2069,6.134,328.4418,325.2492,319.1689,2016-09-17 07:20:00
395,7.0674,7.034,6.395,6.4388,5.9661,6.0372,332.2786,330.0646,325.9212,2016-09-17 07:30:00
396,7.2864,7.175,6.5725,6.5432,6.1451,6.0984,329.3978,328.4476,323.7527,2016-09-17 07:40:00
397,6.7753,6.7459,6.3963,6.4424,6.1818,6.2007,327.9868,328.1167,325.3517,2016-09-17 07:50:00
398,7.1497,7.2189,7.0175,7.0471,6.9428,6.9296,327.273,326.9837,325.1462,2016-09-17 08:00:00
399,6.5877,6.5354,6.3258,6.2834,6.1782,6.1539,325.6677,326.3077,324.8401,2016-09-17 08:10:00
400,7.1792,7.1812,7.1071,7.1125,7.071,7.0417,326.1832,326.9053,325.4025,2016-09-17 08:20:00
401,6.8252,6.8147,6.9222,6.9113,6.912,6.907,321.2388,320.9086,319.0057,2016-09-17 08:30:00
402,6.8852,6.8883,6.9349,6.9292,6.906,6.8825,324.4526,325.3862,324.4305,2016-09-17 08:40:00
403,7.0366,7.0161,6.9565,6.9777,6.9872,6.9498,325.5473,327.0193,325.265,2016-09-17 08:50:00
404,6.5187,6.4942,6.4862,6.4498,6.5047,6.4379,322.5311,322.8828,320.4369,2016-09-17 09:00:00
405,6.7146,6.7169,6.663,6.6308,6.5351,6.49,328.0203,328.5262,326.1414,2016-09-17 09:10:00
406,7.2283,7.2415,7.3168,7.3457,7.2357,7.2411,324.4281,325.0898,322.5001,2016-09-17 09:20:00
407,7.2889,7.2861,7.0773,7.0372,7.0522,7.0292,331.7346,333.5727,331.8913,2016-09-17 09:30:00
408,7.1981,7.1799,7.0915,7.0361,7.0135,6.9625,324.8788,326.1408,326.1799,2016-09-17 09:40:00
409,7.9739,7.9769,7.9104,7.9239,7.792,7.7203,330.4801,331.631,329.8567,2016-09-17 09:50:00
410,7.675,7.6743,7.6424,7.6487,7.587,7.5401,326.7194,328.9506,328.1765,2016-09-17 10:00:00
411,8.0627,8.0844,8.1465,8.1742,8.1771,8.2036,315.7164,314.996,312.2599,2016-09-17 10:10:00
412,8.3496,8.3401,8.5046,8.5415,8.5708,8.5161,315.1903,316.1097,313.518,2016-09-17 10:20:00
413,7.7792,7.7683,7.7725,7.7619,7.7383,7.6964,321.9718,323.5876,321.5585,2016-09-17 10:30:00
414,8.4329,8.4138,8.4131,8.3925,8.357,8.3143,316.7118,318.0097,317.0039,2016-09-17 10:40:00
415,8.3154,8.2978,8.2689,8.2697,8.129,8.0965,320.3942,322.4669,321.7724,2016-09-17 10:50:00
416,8.0431,7.9986,7.9472,7.9063,7.7843,7.7542,312.9909,313.5816,311.9839,2016-09-17 11:00:00
417,7.7202,7.6986,7.5146,7.5011,7.4788,7.4088,324.5389,324.8037,322.4609,2016-09-17 11:10:00
418,8.258,8.2178,8.1414,8.1084,8.0242,7.9774,326.4016,326.917,325.4681,2016-09-17 11:20:00
419,7.1876,7.2153,7.0278,7.0413,6.9596,6.9572,337.3195,338.8655,337.8489,2016-09-17 11:30:00
420,7.4467,7.447,7.5609,7.5167,7.4895,7.4796,318.083,320.1239,320.0033,2016-09-17 11:40:00
421,7.4405,7.4512,7.3989,7.402,7.3561,7.256,330.2675,330.9064,328.7589,2016-09-17 11:50:00
422,7.1173,7.1435,7.1875,7.1346,7.0897,7.1098,344.8047,346.4465,346.1414,2016-09-17 12:00:00
423,6.9111,6.9072,6.9097,6.921,6.7597,6.7779,339.2917,339.2488,338.9485,2016-09-17 12:10:00
424,6.4469,6.5231,6.5284,6.6329,6.546,6.5413,340.8724,341.9786,339.8399,2016-09-17 12:20:00
425,6.6831,6.6673,6.4878,6.5548,6.3804,6.3781,329.2656,332.2339,330.4519,2016-09-17 12:30:00
426,5.5885,5.6579,5.68,5.7513,5.5831,5.5784,334.3007,333.8235,330.0127,2016-09-17 12:40:00
427,6.633,6.6003,6.4673,6.3891,6.2603,6.2467,324.8194,327.7511,326.6923,2016-09-17 12:50:00
428,6.8265,6.811,6.5724,6.6039,6.4957,6.4909,321.1018,322.1235,320.141,2016-09-17 13:00:00
429,6.8101,6.7973,6.5963,6.6734,6.4648,6.4222,324.1542,322.903,320.7129,2016-09-17 13:10:00
430,7.1271,7.1686,7.0911,7.1707,7.0606,7.0297,339.1566,340.036,339.2261,2016-09-17 13:20:00
431,6.0727,6.1207,6.1612,6.1359,6.1927,6.2172,352.8497,353.982,353.7385,2016-09-17 13:30:00
432,6.4725,6.5588,6.5371,6.5613,6.5293,6.5102,339.6958,338.8843,335.8779,2016-09-17 13:40:00
433,6.3833,6.3666,6.2656,6.2423,6.197,6.1142,312.6255,310.5632,306.0242,2016-09-17 13:50:00
434,5.9469,6.053,5.8731,5.8536,5.9204,5.8342,341.0469,341.1104,340.3166,2016-09-17 14:00:00
435,5.7082,5.6246,5.7339,5.7093,5.5696,5.571,347.7161,350.3939,349.427,2016-09-17 14:10:00
436,5.3499,5.2764,5.3014,5.2261,5.2646,5.2414,339.9462,341.6026,341.6338,2016-09-17 14:20:00
437,6.5749,6.5089,6.4643,6.4413,6.4217,6.4273,317.9344,318.476,317.0623,2016-09-17 14:30:00
438,5.0584,5.0635,4.8643,4.8923,4.8727,4.8386,329.079,330.6184,329.5307,2016-09-17 14:40:00
439,5.7087,5.7192,5.5869,5.5479,5.5607,5.552,315.8565,317.9427,316.4616,2016-09-17 14:50:00
440,6.6899,6.6326,6.6265,6.5897,6.6036,6.5443,306.5198,307.5361,305.7947,2016-09-17 15:00:00
441,7.2718,7.2504,7.3414,7.3093,7.3289,7.3121,317.5168,318.8838,318.6243,2016-09-17 15:10:00
442,6.371,6.345,6.308,6.2928,6.2375,6.1528,321.9432,324.2791,324.578,2016-09-17 15:20:00
443,5.298,5.2487,5.193,5.1772,4.9702,4.907,303.0259,304.1842,302.4832,2016-09-17 15:30:00
444,7.5064,7.4734,7.6143,7.5933,7.6388,7.598,314.3768,316.9343,317.2433,2016-09-17 15:40:00
445,6.6918,6.6947,6.5369,6.5521,6.582,6.5749,302.0575,302.0403,298.6783,2016-09-17 15:50:00
446,6.6465,6.6309,6.6245,6.6738,6.7059,6.719,315.3207,316.357,313.4576,2016-09-17 16:00:00
447,7.0588,7.1211,6.9015,6.9727,6.8133,6.7951,317.6435,319.8511,318.4617,2016-09-17 16:10:00
448,7.2714,7.3271,7.2087,7.2738,7.0915,7.1079,325.0969,325.6764,323.5259,2016-09-17 16:20:00
449,7.9946,7.9133,7.961,7.9562,7.9704,7.9215,310.5837,311.912,309.823,2016-09-17 16:30:00
450,7.6184,7.6304,7.5702,7.6059,7.4824,7.4716,314.4288,315.8835,314.9724,2016-09-17 16:40:00
451,7.3056,7.245,7.2569,7.2402,7.1453,7.1042,308.3719,309.1919,307.9056,2016-09-17 16:50:00
452,7.6593,7.6484,7.5269,7.5759,7.4546,7.4804,302.7617,302.6784,301.5941,2016-09-17 17:00:00
453,11.1757,11.2254,11.1419,11.2173,11.1009,11.1026,299.3675,300.4277,299.0553,2016-09-17 17:10:00
454,12.4592,12.33,12.4479,12.3434,12.2902,12.1682,291.6721,292.0376,290.0964,2016-09-17 17:20:00
455,13.0066,12.9035,12.8411,12.7285,12.7852,12.6848,292.4249,293.3037,291.8107,2016-09-17 17:30:00
456,12.6744,12.595,12.5693,12.5133,12.4815,12.3621,295.9625,295.9918,293.9994,2016-09-17 17:40:00
457,11.956,11.9172,11.9974,11.958,12.0072,11.9094,298.4583,299.6753,298.5338,2016-09-17 17:50:00
458,11.3963,11.3407,11.3115,11.2403,11.29,11.2211,291.4232,291.9168,290.0637,2016-09-17 18:00:00
459,11.4348,11.3094,11.2315,11.1683,11.1401,11.0562,293.2678,294.1238,292.4206,2016-09-17 18:10:00
460,11.0375,10.9251,10.9491,10.8995,10.886,10.7815,294.7581,295.8383,294.0755,2016-09-17 18:20:00
461,11.3267,11.252,11.2944,11.2064,11.1503,11.081,293.2111,293.9583,292.4203,2016-09-17 18:30:00
462,10.3882,10.2768,10.2903,10.1913,10.1852,10.0549,290.2367,291.1288,290.2171,2016-09-17 18:40:00
463,10.6064,10.4941,10.5707,10.5057,10.5385,10.4343,288.8236,290.0016,288.4869,2016-09-17 18:50:00
464,11.3723,11.2423,11.2469,11.117,11.0289,10.8945,288.2271,289.3103,287.4173,2016-09-17 19:00:00
465,11.4461,11.342,11.3554,11.2679,11.2601,11.1401,292.3705,292.9774,291.4938,2016-09-17 19:10:00
466,10.8252,10.725,10.82,10.743,10.7887,10.6607,289.4257,290.7161,289.447,2016-09-17 19:20:00
467,10.8489,10.7341,10.7776,10.6618,10.7233,10.5928,288.7793,289.547,288.345,2016-09-17 19:30:00
468,11.3299,11.2233,11.3031,11.2074,11.198,11.0449,292.8638,293.6728,292.3202,2016-09-17 19:40:00
469,10.3852,10.2363,10.229,10.1004,10.1058,9.9471,297.804,298.7649,297.4217,2016-09-17 19:50:00
